Fid,Line,E_Nad83,N_Nad83,Lon,Lat,Alt,Height,DEM,Date,Time,Base_Mag,Diurnal,Mag_Filt,Mag_Raw,TMI,RMF,igrf,inc,dec
235122.7,100201,722298.384160901,491593.221991649,-87.4390919685646,44.8690406278482,240.223935995552,48.8164657109528,191.407470284599,2021/01/20,17:18:43,-9999.99,-10.0511126902953,54753.8960714434,54753.9160840275,54763.9471841337,151.093117378849,54612.8540667548,71.1280684251896,-4.77533604810726
235142.7,100201,722747.974261149,491415.491179912,-87.4334773567844,44.8673145580497,265.349794248774,35.1347466610894,230.215047587685,2021/01/20,17:19:03,-9999.99,-10.0367532090723,54734.2783919151,54734.2593,54744.3151451241,133.137161765713,54611.1779833584,71.1265101896854,-4.77951809803846
235162.7,100201,723199.318398836,491231.925935094,-87.4278432483941,44.865535249856,269.253798317684,41.3820261244368,227.871772193247,2021/01/20,17:19:23,-9999.99,-10.0258304278557,54731.8710594317,54731.8696,54741.8968898596,131.822347808862,54610.0745420507,71.1249299160839,-4.78372651711933
235182.7,100201,723694.872815835,491065.556473672,-87.4216435470392,44.8638976844719,263.917098007067,52.0083996473176,211.908698359749,2021/01/20,17:19:43,-9999.99,-10.026396727339,54744.8789949917,54744.8807098323,54754.905391719,145.643907345628,54609.2614843734,71.1234308889736,-4.7884236017243
235202.7,100201,724166.693615019,490862.376513313,-87.415759134523,44.8619355497277,261.092478027551,44.9424487181654,216.150029309386,2021/01/20,17:20:03,-9999.99,-10.0070157770163,54739.8112068444,54739.7800741204,54749.8182226214,141.558711061502,54608.2595115599,71.1217100487468,-4.79280613531137
235222.7,100201,724610.238177267,490678.411134884,-87.4102249105212,44.8601540291388,259.402045609659,43.0156435953121,216.386402014347,2021/01/20,17:20:23,-9999.99,-9.95640068970033,54736.6251274628,54736.6893,54746.5815281525,139.265675151648,54607.3158530009,71.1201366398575,-4.7969378674311
235242.7,100201,725049.250818397,490478.131143294,-87.4047549333625,44.8582268347452,261.080708491286,88.5571354750668,172.523573016219,2021/01/20,17:20:43,-9999.99,-9.92963533033689,54732.2815891052,54732.1947,54742.2112244355,135.990541319487,54606.220683116,71.1184576369106,-4.80098810602797
235314.8,100301,725232.17555014,489513.168567972,-87.4028324209606,44.8494964109832,256.150663989239,72.3961620381176,183.754501951121,2021/01/20,17:21:55,-9999.99,-9.74665999822099,54646.8923887376,54646.7881147024,54656.6390487358,53.9475825767877,54602.691466159,71.1120334403349,-4.80097517900063
235334.8,100301,724810.755054539,489635.12605443,-87.4081107235263,44.8507142795861,265.417376598127,50.3934842488117,215.023892349315,2021/01/20,17:22:15,-9999.99,-9.74081527314089,54627.5151541025,54627.5663,54637.2559693756,34.0757751088167,54603.1801942668,71.1131793666312,-4.79694183946843
235354.8,100301,724369.646599719,489796.047046846,-87.4136224689175,44.8522879476051,255.101293269819,48.3105083217452,206.790784948074,2021/01/20,17:22:35,-9999.99,-9.81854442982406,54613.8153593425,54613.7173,54623.6339037723,19.2588607141588,54604.3750430581,71.1146114065365,-4.79280334172093
235374.8,100301,723899.164483516,489936.78532252,-87.4195140043701,44.8536882497598,258.692610394904,49.0843041721406,209.608306222763,2021/01/20,17:22:55,-9999.99,-9.85285263190464,54600.0011416151,54599.8370362835,54609.853994247,4.72782238497166,54605.126171862,71.115924978016,-4.78831446936851
235394.8,100301,723427.668815637,490150.020096144,-87.4253895824734,44.8557405078593,259.354424202946,49.0124944236617,210.341929779284,2021/01/20,17:23:15,-9999.99,-9.81962506497952,54593.0948387547,54593.1300725271,54602.9144638196,-3.31102870508767,54606.2254925247,71.1177124161584,-4.78395738267028
235414.8,100301,722936.740014112,490343.251470306,-87.4315193017195,44.8576181097726,260.308546162003,45.8022721885516,214.506273973452,2021/01/20,17:23:35,-9999.99,-9.76726042965437,54597.2667435447,54597.1336,54607.0340039744,-0.222653030505171,54607.2566570049,71.1193854460283,-4.77936393058934
